tag,tk,entry_metric,curr_metric,curr_rs,tp1_price,days_held,entry_rs,sl,mcap,sources,tp,last_px,initial_sl,px,fx_exit,partial_tp_hit,sector,date,close_date,status,fx_entry,period
🅱️ RS 核心,5344.T,RS: 99,RS: 99,99,,21,99,7301.76,623409102848,['TOPIX_Mid400_中型'],,15751.64,7301.76,14603.53,121.756,False,Technology,2022-03-01,2022-04-01,✅ RS 換倉平倉,115.078,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 97,99,,21,99,23.38,7333056000,['S&P400_中型'],,51.36,23.38,46.76,,False,Energy,2022-03-01,2022-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5631.T,RS: 99,RS: 98,99,,21,99,1712.05,536475336704,"['NK225', 'TOPIX_Mid400_中型']",,3539.51,1712.05,3424.1,121.756,False,Industrials,2022-03-01,2022-04-01,✅ RS 換倉平倉,115.078,IS
🅱️ RS 核心,APA,RS: 99,RS: 99,99,,21,99,16.12,15499551744,['S&P500_大盤'],,36.51,16.12,32.25,,False,Energy,2022-03-01,2022-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5310.T,RS: 99,RS: 97,99,,21,99,1458.62,141352255488,['TOPIX_Small500_小型'],,2818.35,1458.62,2917.23,121.756,False,Industrials,2022-03-01,2022-04-01,✅ RS 換倉平倉,115.078,IS
🅱️ RS 核心,CENX,RS: 99,RS: 98,99,,21,99,13.18,4694261760,['S&P600_小型'],,26.84,13.18,26.35,,False,Basic Materials,2022-03-01,2022-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6055.T,RS: 98,RS: 98,98,,21,98,795.48,218292338688,['TOPIX_Small500_小型'],,1606.31,795.48,1590.97,121.756,False,Industrials,2022-03-01,2022-04-01,✅ RS 換倉平倉,115.078,IS
🅱️ RS 核心,AR,RS: 98,RS: 99,98,,21,98,11.94,12254519296,['S&P400_中型'],,31.07,11.94,23.89,,False,Energy,2022-03-01,2022-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 100,100,,19,100,1077.43,2470629081088,['NK225'],,2303.47,1077.43,2154.86,115.078,False,Industrials,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,7433.T,RS: 99,RS: 99,99,,19,99,849.98,99968131072,['TOPIX_Small500_小型'],,1875.32,849.98,1699.96,115.078,False,Technology,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,CAR,RS: 99,RS: 99,99,,19,99,85.03,4926882816,['S&P400_中型'],,171.3,85.03,170.06,,False,Industrials,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,4825.T,RS: 99,RS: 99,99,,19,99,891.84,89138675712,['TOPIX_Small500_小型'],,1790.41,891.84,1783.68,115.078,False,Communication Services,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,DVN,RS: 99,RS: 99,99,,19,99,21.27,54043000832,['S&P500_大盤'],,47.97,21.27,42.55,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,8358.T,RS: 99,RS: 96,99,,19,99,215.56,499243122688,['TOPIX_Small500_小型'],,396.38,215.56,431.12,115.078,False,Financial Services,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,19,99,15.92,9045590016,['S&P600_小型'],,34.12,15.92,31.85,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 98,99,,19,99,908.92,576322469888,['TOPIX_Mid400_中型'],,1796.62,908.92,1817.84,115.078,False,Communication Services,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,PR,RS: 99,RS: 97,99,,19,99,3.61,20021803008,['S&P400_中型'],,7.49,3.61,7.23,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,APA,RS: 99,RS: 99,99,,19,99,15.01,15499551744,['S&P500_大盤'],,32.25,15.01,30.02,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6875.T,RS: 99,RS: 95,99,,19,99,1825.21,146682675200,['TOPIX_Small500_小型'],,3224.54,1825.21,3650.42,115.078,False,Technology,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,AA,RS: 99,RS: 99,99,,19,99,27.7,13425073152,['S&P400_中型'],,75.98,27.7,55.4,,False,Basic Materials,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,8750.T,RS: 99,RS: 96,99,,19,99,266.42,6784728170496,['NK225'],,501.33,266.42,532.84,115.078,False,Financial Services,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,19,99,21.08,7333056000,['S&P400_中型'],,46.76,21.08,42.16,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MGY,RS: 99,RS: 97,99,,19,99,10.16,6593359360,['S&P600_小型'],,20.46,10.16,20.32,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5344.T,RS: 99,RS: 99,99,,19,99,7045.56,623409102848,['TOPIX_Mid400_中型'],,14603.53,7045.56,14091.12,115.078,False,Technology,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,MUR,RS: 99,RS: 98,99,,19,99,13.97,5384209920,['S&P400_中型'],,30.1,13.97,27.94,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PBF,RS: 99,RS: 95,99,,19,99,7.81,8873668608,['S&P400_中型'],,14.6,7.81,15.63,,False,Energy,2022-02-01,2022-03-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 96,99,,19,99,11113.11,3019657183232,['NK225'],,20043.25,11113.11,22226.22,115.078,False,Technology,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,4661.T,RS: 98,RS: 98,98,,19,98,1967.38,5084761030656,['NK225'],,4249.26,1967.38,3934.76,115.078,False,Consumer Cyclical,2022-02-01,2022-03-01,✅ RS 換倉平倉,115.121,IS
🅱️ RS 核心,CAR,RS: 100,RS: 99,100,,20,100,96.07,4926882816,['S&P400_中型'],,170.06,96.07,192.13,,False,Industrials,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 100,100,,20,100,991.51,2470629081088,['NK225'],,2154.86,991.51,1983.02,115.121,False,Industrials,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,7433.T,RS: 99,RS: 99,99,,20,99,1013.85,99968131072,['TOPIX_Small500_小型'],,1699.96,1013.85,2027.7,115.121,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,SITM,RS: 99,RS: 94,99,,20,99,147.47,17111191552,['S&P400_中型'],,236.25,147.47,294.94,,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,20,99,16857.15,3019657183232,['NK225'],,22226.22,16857.15,33714.31,115.121,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,CYTK,RS: 99,RS: 84,99,,20,99,23.0,10169564160,['S&P400_中型'],,33.57,23.0,46.0,,False,Healthcare,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,4825.T,RS: 99,RS: 99,99,,20,99,1079.18,89138675712,['TOPIX_Small500_小型'],,1783.68,1079.18,2158.37,115.121,False,Communication Services,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,IVT,RS: 99,RS: 99,99,,20,99,12.02,2554573312,['S&P600_小型'],,22.97,12.02,24.04,,False,Real Estate,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SYNA,RS: 99,RS: 95,99,,20,99,144.29,3700302848,['S&P400_中型'],,214.37,144.29,288.57,,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 95,99,,20,99,3893.46,137137463296,['TOPIX_Small500_小型'],,5702.73,3893.46,7786.93,115.121,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,20,99,14.39,9045590016,['S&P600_小型'],,31.85,14.39,28.78,,False,Energy,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 99,99,,20,99,1119.94,576322469888,['TOPIX_Mid400_中型'],,1817.84,1119.94,2239.88,115.121,False,Communication Services,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,CUBI,RS: 99,RS: 98,99,,20,99,33.5,2679180544,['S&P600_小型'],,58.66,33.5,67.0,,False,Financial Services,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,AOSL,RS: 99,RS: 96,99,,20,99,31.1,744377728,['S&P600_小型'],,46.83,31.1,62.21,,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6875.T,RS: 99,RS: 99,99,,20,99,2238.06,146682675200,['TOPIX_Small500_小型'],,3650.42,2238.06,4476.12,115.121,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 94,99,,20,99,1429.02,538776174592,['TOPIX_Mid400_中型'],,2255.34,1429.02,2858.04,115.121,False,Communication Services,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,ARCB,RS: 99,RS: 96,99,,20,99,55.01,3050624512,['S&P600_小型'],,91.43,55.01,110.02,,False,Industrials,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,ACLS,RS: 99,RS: 96,99,,20,99,38.38,3430778880,['S&P600_小型'],,63.27,38.38,76.77,,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,8358.T,RS: 99,RS: 99,99,,20,99,226.25,499243122688,['TOPIX_Small500_小型'],,431.12,226.25,452.49,115.121,False,Financial Services,2022-01-03,2022-02-01,✅ RS 換倉平倉,115.142,IS
🅱️ RS 核心,CALX,RS: 99,RS: 85,99,,20,99,38.85,2364612608,['S&P600_小型'],,52.06,38.85,77.7,,False,Technology,2022-01-03,2022-02-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,GME,RS: 100,RS: 99,100,,23,100,22.48,8612628480,['S&P400_中型'],,38.21,22.48,44.96,,False,Consumer Cyclical,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 100,RS: 99,100,,23,100,14527.28,3019657183232,['NK225'],,33714.31,14527.28,29054.55,115.142,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,MARA,RS: 99,RS: 75,99,,23,99,25.4,4382565376,['S&P600_小型'],,32.89,25.4,50.79,,False,Financial Services,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 99,99,,23,99,1137.62,576322469888,['TOPIX_Mid400_中型'],,2239.88,1137.62,2275.25,115.142,False,Communication Services,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,CAR,RS: 99,RS: 100,99,,23,99,120.32,4926882816,['S&P400_中型'],,192.13,120.32,240.63,,False,Industrials,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 99,99,,23,99,3898.05,137137463296,['TOPIX_Small500_小型'],,7786.93,3898.05,7796.1,115.142,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 97,99,,23,99,42.69,1898855168,['S&P600_小型'],,67.04,42.69,85.38,,False,Healthcare,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 99,RS: 100,99,,23,99,781.37,2470629081088,['NK225'],,1983.02,781.37,1562.73,115.142,False,Industrials,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,SITM,RS: 99,RS: 99,99,,23,99,151.22,17111191552,['S&P400_中型'],,294.94,151.22,302.44,,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SYNA,RS: 99,RS: 99,99,,23,99,143.48,3700302848,['S&P400_中型'],,288.57,143.48,286.95,,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9418.T,RS: 99,RS: 99,99,,23,99,513.15,311868227584,['TOPIX_Small500_小型'],,963.77,513.15,1026.31,115.142,False,Industrials,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,23,99,12.36,9045590016,['S&P600_小型'],,28.78,12.36,24.72,,False,Energy,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7433.T,RS: 99,RS: 99,99,,23,99,859.17,99968131072,['TOPIX_Small500_小型'],,2027.7,859.17,1718.34,115.142,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,BTU,RS: 99,RS: 97,99,,23,99,4.52,3401009920,['S&P600_小型'],,10.81,4.52,9.04,,False,Energy,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SIG,RS: 99,RS: 96,99,,23,99,43.88,0,['S&P600_小型'],,87.84,43.88,87.76,,False,Consumer Cyclical,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,4825.T,RS: 99,RS: 99,99,,23,99,1075.82,89138675712,['TOPIX_Small500_小型'],,2158.37,1075.82,2151.64,115.142,False,Communication Services,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 1,99,,23,99,2640.0,0,['TOPIX_Small500_小型'],,2082.0,2640.0,5280.0,115.142,False,N/A,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,BOOT,RS: 99,RS: 98,99,,23,99,60.64,4438697984,['S&P600_小型'],,122.36,60.64,121.28,,False,Consumer Cyclical,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6875.T,RS: 99,RS: 99,99,,23,99,2064.23,146682675200,['TOPIX_Small500_小型'],,4476.12,2064.23,4128.46,115.142,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,113.299,IS
🅱️ RS 核心,DOCN,RS: 99,RS: 82,99,,23,99,43.73,12549266432,['S&P400_中型'],,75.29,43.73,87.46,,False,Technology,2021-12-01,2022-01-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 99,100,,21,100,841.74,2470629081088,['NK225'],,1562.73,841.74,1683.48,113.299,False,Industrials,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,27.75,4382565376,['S&P600_小型'],,50.79,27.75,55.51,,False,Financial Services,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9418.T,RS: 99,RS: 99,99,,21,99,572.49,311868227584,['TOPIX_Small500_小型'],,1026.31,572.49,1144.98,113.299,False,Industrials,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,16.66,9045590016,['S&P600_小型'],,24.72,16.66,33.32,,False,Energy,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,GME,RS: 99,RS: 100,99,,21,99,25.01,8612628480,['S&P400_中型'],,44.96,25.01,50.02,,False,Consumer Cyclical,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 100,99,,21,99,12740.0,3019657183232,['NK225'],,29054.55,12740.0,25480.01,113.299,False,Technology,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,BTU,RS: 99,RS: 99,99,,21,99,5.78,3401009920,['S&P600_小型'],,9.04,5.78,11.56,,False,Energy,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,21,99,2500.0,0,['TOPIX_Small500_小型'],,5280.0,2500.0,5000.0,113.299,False,N/A,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,PR,RS: 99,RS: 98,99,,21,99,3.25,20021803008,['S&P400_中型'],,4.98,3.25,6.5,,False,Energy,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 99,99,,21,99,3608.65,137137463296,['TOPIX_Small500_小型'],,7796.1,3608.65,7217.31,113.299,False,Technology,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,7433.T,RS: 99,RS: 99,99,,21,99,884.82,99968131072,['TOPIX_Small500_小型'],,1718.34,884.82,1769.64,113.299,False,Technology,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 90,99,,21,99,1569.05,91971051520,['TOPIX_Small500_小型'],,2404.5,1569.05,3138.1,113.299,False,Basic Materials,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,AR,RS: 99,RS: 98,99,,21,99,10.19,12254519296,['S&P400_中型'],,15.83,10.19,20.38,,False,Energy,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7456.T,RS: 99,RS: 98,99,,21,99,1569.93,177017061376,['TOPIX_Small500_小型'],,2426.72,1569.93,3139.87,113.299,False,Basic Materials,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 97,99,,21,99,20.06,7333056000,['S&P400_中型'],,32.49,20.06,40.13,,False,Energy,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CAR,RS: 99,RS: 99,99,,21,99,81.45,4926882816,['S&P400_中型'],,240.63,81.45,162.91,,False,Industrials,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 99,99,,21,99,966.69,576322469888,['TOPIX_Mid400_中型'],,2275.25,966.69,1933.37,113.299,False,Communication Services,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,SITM,RS: 99,RS: 99,99,,21,99,134.78,17111191552,['S&P400_中型'],,302.44,134.78,269.56,,False,Technology,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 99,99,,21,99,35.33,1898855168,['S&P600_小型'],,85.38,35.33,70.67,,False,Healthcare,2021-11-01,2021-12-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 98,RS: 98,98,,21,98,1389.92,538776174592,['TOPIX_Mid400_中型'],,2794.15,1389.92,2779.84,113.299,False,Communication Services,2021-11-01,2021-12-01,✅ RS 換倉平倉,114.236,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 100,100,,21,100,871.93,2470629081088,['NK225'],,1683.48,871.93,1743.85,114.236,False,Industrials,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,12.66,9045590016,['S&P600_小型'],,33.32,12.66,25.33,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 99,99,,21,99,3937.51,137137463296,['TOPIX_Small500_小型'],,7217.31,3937.51,7875.02,114.236,False,Technology,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,22.11,8612628480,['S&P400_中型'],,50.02,22.11,44.23,,False,Consumer Cyclical,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,BTU,RS: 99,RS: 99,99,,21,99,7.46,3401009920,['S&P600_小型'],,11.56,7.46,14.92,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,21,99,2302.5,0,['TOPIX_Small500_小型'],,5000.0,2302.5,4605.0,114.236,False,N/A,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,16.58,4382565376,['S&P600_小型'],,55.51,16.58,33.17,,False,Financial Services,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9418.T,RS: 99,RS: 99,99,,21,99,575.7,311868227584,['TOPIX_Small500_小型'],,1144.98,575.7,1151.39,114.236,False,Industrials,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,21,99,3.04,20021803008,['S&P400_中型'],,6.5,3.04,6.09,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,12079.02,3019657183232,['NK225'],,25480.01,12079.02,24158.04,114.236,False,Technology,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 98,99,,21,99,4020.0,342330212352,['TOPIX_Mid400_中型'],,8240.0,4020.0,8040.0,114.236,False,Technology,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 99,99,,21,99,44.71,1898855168,['S&P600_小型'],,70.67,44.71,89.42,,False,Healthcare,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,1543.71,91971051520,['TOPIX_Small500_小型'],,3138.1,1543.71,3087.42,114.236,False,Basic Materials,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,AR,RS: 99,RS: 99,99,,21,99,9.59,12254519296,['S&P400_中型'],,20.38,9.59,19.18,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 98,99,,21,99,170.54,58500034560,['S&P500_大盤'],,337.17,170.54,341.09,,False,Healthcare,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 98,99,,21,99,1485.28,538776174592,['TOPIX_Mid400_中型'],,2779.84,1485.28,2970.57,114.236,False,Communication Services,2021-10-01,2021-11-01,✅ RS 換倉平倉,111.461,IS
🅱️ RS 核心,CELH,RS: 99,RS: 98,99,,21,99,15.7,7917466624,['S&P400_中型'],,33.8,15.7,31.4,,False,Consumer Defensive,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,21,99,18.16,7333056000,['S&P400_中型'],,40.13,18.16,36.31,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,DVN,RS: 98,RS: 98,98,,21,98,14.62,54043000832,['S&P500_大盤'],,33.36,14.62,29.24,,False,Energy,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CAR,RS: 98,RS: 99,98,,21,98,57.9,4926882816,['S&P400_中型'],,162.91,57.9,115.81,,False,Industrials,2021-10-01,2021-11-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 100,100,,21,100,944.52,2470629081088,['NK225'],,1743.85,944.52,1889.04,111.461,False,Industrials,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,26.62,8612628480,['S&P400_中型'],,44.23,26.62,53.24,,False,Consumer Cyclical,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,11358.38,3019657183232,['NK225'],,24158.04,11358.38,22716.77,111.461,False,Technology,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,20.59,4382565376,['S&P600_小型'],,33.17,20.59,41.18,,False,Financial Services,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,1677.34,91971051520,['TOPIX_Small500_小型'],,3087.42,1677.34,3354.68,111.461,False,Basic Materials,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,BTU,RS: 99,RS: 99,99,,21,99,8.19,3401009920,['S&P600_小型'],,14.92,8.19,16.37,,False,Energy,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 99,99,,21,99,3621.81,137137463296,['TOPIX_Small500_小型'],,7875.02,3621.81,7243.62,111.461,False,Technology,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,8.57,9045590016,['S&P600_小型'],,25.33,8.57,17.14,,False,Energy,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 99,99,,21,99,194.97,58500034560,['S&P500_大盤'],,341.09,194.97,389.94,,False,Healthcare,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,21,99,2040.0,0,['TOPIX_Small500_小型'],,4605.0,2040.0,4080.0,111.461,False,N/A,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,21,99,2.18,20021803008,['S&P400_中型'],,6.09,2.18,4.37,,False,Energy,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3994.T,RS: 99,RS: 99,99,,21,99,4360.0,342330212352,['TOPIX_Mid400_中型'],,8040.0,4360.0,8720.0,111.461,False,Technology,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 99,99,,21,99,38.43,1898855168,['S&P600_小型'],,89.42,38.43,76.86,,False,Healthcare,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9418.T,RS: 99,RS: 99,99,,21,99,495.51,311868227584,['TOPIX_Small500_小型'],,1151.39,495.51,991.03,111.461,False,Industrials,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,7944.T,RS: 99,RS: 99,99,,21,99,2072.71,100615626752,['TOPIX_Small500_小型'],,4064.29,2072.71,4145.41,111.461,False,Consumer Cyclical,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,AR,RS: 99,RS: 99,99,,21,99,7.34,12254519296,['S&P400_中型'],,19.18,7.34,14.68,,False,Energy,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
