tag,tk,entry_metric,curr_metric,curr_rs,tp1_price,days_held,entry_rs,sl,mcap,sources,tp,last_px,initial_sl,px,fx_exit,partial_tp_hit,sector,date,close_date,status,fx_entry,period
🅱️ RS 核心,OLN,RS: 99,RS: 96,99,,21,99,23.26,1955369600,['S&P400_中型'],,44.12,23.26,46.51,,False,Basic Materials,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 97,99,,21,99,892.0,576322469888,['TOPIX_Mid400_中型'],,1829.63,892.0,1784.0,111.461,False,Communication Services,2021-09-01,2021-10-01,✅ RS 換倉平倉,110.056,IS
🅱️ RS 核心,SIG,RS: 99,RS: 98,99,,21,99,38.0,0,['S&P600_小型'],,76.84,38.0,76.01,,False,Consumer Cyclical,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 97,99,,21,99,35.12,55102963712,['NDX100_科技'],,61.25,35.12,70.25,,False,Technology,2021-09-01,2021-10-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 100,RS: 100,100,,21,100,700.27,2470629081088,['NK225'],,1889.04,700.27,1400.53,110.056,False,Industrials,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,19.71,8612628480,['S&P400_中型'],,53.24,19.71,39.41,,False,Consumer Cyclical,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,21,99,2435.0,0,['TOPIX_Small500_小型'],,4080.0,2435.0,4870.0,110.056,False,N/A,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 99,99,,21,99,44.58,1898855168,['S&P600_小型'],,76.86,44.58,89.16,,False,Healthcare,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,14.11,4382565376,['S&P600_小型'],,41.18,14.11,28.23,,False,Financial Services,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,1358.46,91971051520,['TOPIX_Small500_小型'],,3354.68,1358.46,2716.93,110.056,False,Basic Materials,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,BTU,RS: 99,RS: 99,99,,21,99,5.58,3401009920,['S&P600_小型'],,16.37,5.58,11.16,,False,Energy,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6866.T,RS: 99,RS: 99,99,,21,99,3336.8,137137463296,['TOPIX_Small500_小型'],,7243.62,3336.8,6673.6,110.056,False,Technology,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,8.51,9045590016,['S&P600_小型'],,17.14,8.51,17.02,,False,Energy,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MRNA,RS: 99,RS: 99,99,,21,99,173.3,58500034560,['S&P500_大盤'],,389.94,173.3,346.61,,False,Healthcare,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7944.T,RS: 99,RS: 99,99,,21,99,2101.1,100615626752,['TOPIX_Small500_小型'],,4145.41,2101.1,4202.2,110.056,False,Consumer Cyclical,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,21,99,2.19,20021803008,['S&P400_中型'],,4.37,2.19,4.38,,False,Energy,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,9926.66,3019657183232,['NK225'],,22716.77,9926.66,19853.31,110.056,False,Technology,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,SIG,RS: 99,RS: 99,99,,21,99,30.81,0,['S&P600_小型'],,76.01,30.81,61.63,,False,Consumer Cyclical,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7220.T,RS: 99,RS: 96,99,,21,99,1061.97,183711072256,['TOPIX_Small500_小型'],,1750.25,1061.97,2123.95,110.056,False,Consumer Cyclical,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,1419.T,RS: 99,RS: 98,99,,21,99,988.07,82819170304,['TOPIX_Small500_小型'],,2062.9,988.07,1976.14,110.056,False,Consumer Cyclical,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,OLN,RS: 99,RS: 99,99,,21,99,20.68,1955369600,['S&P400_中型'],,46.51,20.68,41.37,,False,Basic Materials,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 99,99,,21,99,818.15,576322469888,['TOPIX_Mid400_中型'],,1784.0,818.15,1636.31,110.056,False,Communication Services,2021-08-02,2021-09-01,✅ RS 換倉平倉,109.706,IS
🅱️ RS 核心,CROX,RS: 99,RS: 98,99,,21,99,68.32,0,['S&P400_中型'],,143.36,68.32,136.64,,False,N/A,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CLF,RS: 99,RS: 98,99,,21,99,11.97,7051931648,['S&P400_中型'],,24.03,11.97,23.94,,False,Basic Materials,2021-08-02,2021-09-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CHRD,RS: 100,RS: 100,100,,22,100,32.81,8117164032,['S&P400_中型'],,56.42,32.81,65.62,,False,Energy,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 100,RS: 99,100,,22,100,2105.0,0,['TOPIX_Small500_小型'],,4870.0,2105.0,4210.0,109.706,False,N/A,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,22,99,25.55,8612628480,['S&P400_中型'],,39.41,25.55,51.09,,False,Consumer Cyclical,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7944.T,RS: 99,RS: 99,99,,22,99,2145.72,100615626752,['TOPIX_Small500_小型'],,4202.2,2145.72,4291.44,109.706,False,Consumer Cyclical,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,22,99,15.35,4382565376,['S&P600_小型'],,28.23,15.35,30.69,,False,Financial Services,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,22,99,3.12,20021803008,['S&P400_中型'],,4.38,3.12,6.24,,False,Energy,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,22,99,1306.85,91971051520,['TOPIX_Small500_小型'],,2716.93,1306.85,2613.7,109.706,False,Basic Materials,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,22,99,11.6,9045590016,['S&P600_小型'],,17.02,11.6,23.19,,False,Energy,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 99,RS: 100,99,,22,99,574.78,2470629081088,['NK225'],,1400.53,574.78,1149.56,109.706,False,Industrials,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,SIG,RS: 99,RS: 99,99,,22,99,37.49,0,['S&P600_小型'],,61.63,37.49,74.99,,False,Consumer Cyclical,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,AR,RS: 99,RS: 98,99,,22,99,7.53,12254519296,['S&P400_中型'],,13.05,7.53,15.06,,False,Energy,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7220.T,RS: 99,RS: 99,99,,22,99,1111.62,183711072256,['TOPIX_Small500_小型'],,2123.95,1111.62,2223.24,109.706,False,Consumer Cyclical,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,ASTH,RS: 99,RS: 99,99,,22,99,32.74,1898855168,['S&P600_小型'],,89.16,32.74,65.48,,False,Healthcare,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3774.T,RS: 99,RS: 99,99,,22,99,816.98,576322469888,['TOPIX_Mid400_中型'],,1636.31,816.98,1633.96,109.706,False,Communication Services,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,7860.T,RS: 99,RS: 98,99,,22,99,683.32,54674067456,['TOPIX_Small500_小型'],,1293.03,683.32,1366.64,109.706,False,Communication Services,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 98,99,,22,99,16.85,7333056000,['S&P400_中型'],,27.35,16.85,33.69,,False,Energy,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,22,99,10332.31,3019657183232,['NK225'],,19853.31,10332.31,20664.62,109.706,False,Technology,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,ANF,RS: 99,RS: 98,99,,22,99,23.15,6318189056,['S&P400_中型'],,37.53,23.15,46.29,,False,Consumer Cyclical,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9418.T,RS: 99,RS: 98,99,,22,99,383.38,311868227584,['TOPIX_Small500_小型'],,768.04,383.38,766.76,109.706,False,Industrials,2021-07-01,2021-08-02,✅ RS 換倉平倉,111.124,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 98,99,,22,99,32.54,55102963712,['NDX100_科技'],,63.78,32.54,65.09,,False,Technology,2021-07-01,2021-08-02,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7944.T,RS: 100,RS: 99,100,,21,100,2543.88,100615626752,['TOPIX_Small500_小型'],,4291.44,2543.88,5087.76,111.124,False,Consumer Cyclical,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,31.13,8612628480,['S&P400_中型'],,51.09,31.13,62.26,,False,Consumer Cyclical,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 100,99,,21,99,1752.5,0,['TOPIX_Small500_小型'],,4210.0,1752.5,3505.0,111.124,False,N/A,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,12.6,4382565376,['S&P600_小型'],,30.69,12.6,25.2,,False,Financial Services,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,10.22,9045590016,['S&P600_小型'],,23.19,10.22,20.44,,False,Energy,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,9963.63,3019657183232,['NK225'],,20664.62,9963.63,19927.26,111.124,False,Technology,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,BTU,RS: 99,RS: 98,99,,21,99,3.53,3401009920,['S&P600_小型'],,7.81,3.53,7.07,,False,Energy,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,8595.T,RS: 99,RS: 98,99,,21,99,1038.54,120142823424,['TOPIX_Mid400_中型'],,1832.26,1038.54,2077.09,111.124,False,Financial Services,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,21,99,2.53,20021803008,['S&P400_中型'],,6.24,2.53,5.06,,False,Energy,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 96,99,,21,99,8.4,3128032000,['S&P600_小型'],,16.23,8.4,16.81,,False,Financial Services,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 99,RS: 99,99,,21,99,504.19,2470629081088,['NK225'],,1149.56,504.19,1008.38,111.124,False,Industrials,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,21,99,11.08,7917466624,['S&P400_中型'],,24.24,11.08,22.16,,False,Consumer Defensive,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,1057.9,91971051520,['TOPIX_Small500_小型'],,2613.7,1057.9,2115.79,111.124,False,Basic Materials,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,AR,RS: 99,RS: 99,99,,21,99,6.72,12254519296,['S&P400_中型'],,15.06,6.72,13.45,,False,Energy,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SIG,RS: 99,RS: 99,99,,21,99,29.62,0,['S&P600_小型'],,74.99,29.62,59.24,,False,Consumer Cyclical,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7860.T,RS: 99,RS: 99,99,,21,99,649.86,54674067456,['TOPIX_Small500_小型'],,1366.64,649.86,1299.73,111.124,False,Communication Services,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,3563.T,RS: 99,RS: 98,99,,21,99,1180.99,1343844515840,['TOPIX_Mid400_中型'],,2287.34,1180.99,2361.98,111.124,False,Consumer Cyclical,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,7272.T,RS: 99,RS: 98,99,,21,99,436.49,1841960452096,"['NK225', 'TOPIX_Mid400_中型']",,832.93,436.49,872.98,111.124,False,Consumer Cyclical,2021-06-01,2021-07-01,✅ RS 換倉平倉,109.493,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,21,99,14.86,7333056000,['S&P400_中型'],,33.69,14.86,29.72,,False,Energy,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,OLN,RS: 99,RS: 98,99,,21,99,22.69,1955369600,['S&P400_中型'],,41.42,22.69,45.38,,False,Basic Materials,2021-06-01,2021-07-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7944.T,RS: 100,RS: 100,100,,20,100,1840.81,100615626752,['TOPIX_Small500_小型'],,5087.76,1840.81,3681.62,109.493,False,Consumer Cyclical,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,20,99,18.11,4382565376,['S&P600_小型'],,25.2,18.11,36.22,,False,Financial Services,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,20,99,1722.5,0,['TOPIX_Small500_小型'],,3505.0,1722.5,3445.0,109.493,False,N/A,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,20,99,20.27,8612628480,['S&P400_中型'],,62.26,20.27,40.55,,False,Consumer Cyclical,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,20,99,7.51,9045590016,['S&P600_小型'],,20.44,7.51,15.02,,False,Energy,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,20,99,9215.52,3019657183232,['NK225'],,19927.26,9215.52,18431.04,109.493,False,Technology,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,20,99,1.89,20021803008,['S&P400_中型'],,5.06,1.89,3.78,,False,Energy,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,20,99,1064.77,91971051520,['TOPIX_Small500_小型'],,2115.79,1064.77,2129.54,109.493,False,Basic Materials,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,20,99,10.38,3128032000,['S&P600_小型'],,16.81,10.38,20.75,,False,Financial Services,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,20,99,9.41,7917466624,['S&P400_中型'],,22.16,9.41,18.81,,False,Consumer Defensive,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 99,RS: 99,99,,20,99,491.87,2470629081088,['NK225'],,1008.38,491.87,983.73,109.493,False,Industrials,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,CAR,RS: 99,RS: 98,99,,20,99,42.28,4926882816,['S&P400_中型'],,85.04,42.28,84.57,,False,Industrials,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,4902.T,RS: 99,RS: 98,99,,20,99,277.37,327890862080,"['NK225', 'TOPIX_Mid400_中型']",,540.37,277.37,554.74,109.493,False,Industrials,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,SIG,RS: 99,RS: 99,99,,20,99,29.58,0,['S&P600_小型'],,59.24,29.58,59.15,,False,Consumer Cyclical,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 97,99,,20,99,31.78,55102963712,['NDX100_科技'],,47.78,31.78,63.56,,False,Technology,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3563.T,RS: 99,RS: 99,99,,20,99,1176.17,1343844515840,['TOPIX_Mid400_中型'],,2361.98,1176.17,2352.35,109.493,False,Consumer Cyclical,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,8595.T,RS: 99,RS: 99,99,,20,99,1034.6,120142823424,['TOPIX_Mid400_中型'],,2077.09,1034.6,2069.19,109.493,False,Financial Services,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 98,99,,20,99,15.07,666299200,['S&P600_小型'],,30.16,15.07,30.14,,False,Real Estate,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,20,99,12.01,7333056000,['S&P400_中型'],,29.72,12.01,24.01,,False,Energy,2021-05-03,2021-06-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,7272.T,RS: 99,RS: 99,99,,20,99,370.51,1841960452096,"['NK225', 'TOPIX_Mid400_中型']",,872.98,370.51,741.02,109.493,False,Consumer Cyclical,2021-05-03,2021-06-01,✅ RS 換倉平倉,109.283,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,22,99,24.42,4382565376,['S&P600_小型'],,36.22,24.42,48.85,,False,Financial Services,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 99,RS: 99,99,,22,99,1855.0,0,['TOPIX_Small500_小型'],,3445.0,1855.0,3710.0,109.283,False,N/A,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,22,99,23.93,8612628480,['S&P400_中型'],,40.55,23.93,47.86,,False,Consumer Cyclical,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,22,99,8.6,9045590016,['S&P600_小型'],,15.02,8.6,17.2,,False,Energy,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,22,99,1117.46,91971051520,['TOPIX_Small500_小型'],,2129.54,1117.46,2234.91,109.283,False,Basic Materials,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,22,99,1.94,20021803008,['S&P400_中型'],,3.78,1.94,3.88,,False,Energy,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3563.T,RS: 99,RS: 99,99,,22,99,1172.56,1343844515840,['TOPIX_Mid400_中型'],,2352.35,1172.56,2345.12,109.283,False,Consumer Cyclical,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,22,99,11.49,3128032000,['S&P600_小型'],,20.75,11.49,22.98,,False,Financial Services,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,22,99,8.26,7917466624,['S&P400_中型'],,18.81,8.26,16.52,,False,Consumer Defensive,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,2154.T,RS: 99,RS: 97,99,,22,99,691.04,170430119936,['TOPIX_Small500_小型'],,1170.91,691.04,1382.08,109.283,False,Industrials,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,22,99,20.66,666299200,['S&P600_小型'],,30.14,20.66,41.32,,False,Real Estate,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 98,99,,22,99,1699.85,0,['TOPIX_Small500_小型'],,3169.29,1699.85,3399.7,109.283,False,N/A,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,AR,RS: 99,RS: 98,99,,22,99,5.43,12254519296,['S&P400_中型'],,9.79,5.43,10.86,,False,Energy,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 99,99,,22,99,35.18,55102963712,['NDX100_科技'],,63.56,35.18,70.36,,False,Technology,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,22,99,7233.28,3019657183232,['NK225'],,18431.04,7233.28,14466.56,109.283,False,Technology,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,22,99,11.78,7333056000,['S&P400_中型'],,24.01,11.78,23.56,,False,Energy,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,22,99,1041.84,538776174592,['TOPIX_Mid400_中型'],,2076.54,1041.84,2083.69,109.283,False,Communication Services,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,SIG,RS: 99,RS: 99,99,,22,99,26.93,0,['S&P600_小型'],,59.15,26.93,53.86,,False,Consumer Cyclical,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9104.T,RS: 99,RS: 99,99,,22,99,432.48,2470629081088,['NK225'],,983.73,432.48,864.97,109.283,False,Industrials,2021-04-01,2021-05-03,✅ RS 換倉平倉,110.75,IS
🅱️ RS 核心,OVV,RS: 99,RS: 98,99,,22,99,10.96,18514221056,['S&P400_中型'],,21.98,10.96,21.93,,False,Energy,2021-04-01,2021-05-03,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9519.T,RS: 100,RS: 99,100,,21,100,1710.0,0,['TOPIX_Small500_小型'],,3710.0,1710.0,3420.0,110.75,False,N/A,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,MARA,RS: 99,RS: 99,99,,21,99,19.25,4382565376,['S&P600_小型'],,48.85,19.25,38.5,,False,Financial Services,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,GME,RS: 99,RS: 99,99,,21,99,15.05,8612628480,['S&P400_中型'],,47.86,15.05,30.1,,False,Consumer Cyclical,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,CLSK,RS: 99,RS: 99,99,,21,99,14.23,3128032000,['S&P600_小型'],,22.98,14.23,28.46,,False,Financial Services,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6036.T,RS: 99,RS: 99,99,,21,99,941.06,91971051520,['TOPIX_Small500_小型'],,2234.91,941.06,1882.13,110.75,False,Basic Materials,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,AGNT,RS: 99,RS: 99,99,,21,99,29.89,666299200,['S&P600_小型'],,41.32,29.89,59.79,,False,Real Estate,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,9468.T,RS: 99,RS: 99,99,,21,99,966.77,538776174592,['TOPIX_Mid400_中型'],,2083.69,966.77,1933.54,110.75,False,Communication Services,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,CELH,RS: 99,RS: 99,99,,21,99,10.9,7917466624,['S&P400_中型'],,16.52,10.9,21.81,,False,Consumer Defensive,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,SM,RS: 99,RS: 99,99,,21,99,6.48,9045590016,['S&P600_小型'],,17.2,6.48,12.96,,False,Energy,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6630.T,RS: 99,RS: 95,99,,21,99,817.0,43521757184,['TOPIX_Small500_小型'],,1491.7,817.0,1633.99,110.75,False,Consumer Defensive,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,PR,RS: 99,RS: 99,99,,21,99,1.76,20021803008,['S&P400_中型'],,3.88,1.76,3.52,,False,Energy,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6920.T,RS: 99,RS: 99,99,,21,99,6380.34,3019657183232,['NK225'],,14466.56,6380.34,12760.69,110.75,False,Technology,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,MSTR,RS: 99,RS: 99,99,,21,99,39.12,55102963712,['NDX100_科技'],,70.36,39.12,78.24,,False,Technology,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,MTDR,RS: 99,RS: 99,99,,21,99,10.1,7333056000,['S&P400_中型'],,23.56,10.1,20.2,,False,Energy,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,6875.T,RS: 99,RS: 97,99,,21,99,1542.93,146682675200,['TOPIX_Small500_小型'],,3128.94,1542.93,3085.86,110.75,False,Technology,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,AR,RS: 99,RS: 99,99,,21,99,4.9,12254519296,['S&P400_中型'],,10.86,4.9,9.8,,False,Energy,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,5631.T,RS: 99,RS: 96,99,,21,99,1284.97,536475336704,"['NK225', 'TOPIX_Mid400_中型']",,2433.65,1284.97,2569.94,110.75,False,Industrials,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
🅱️ RS 核心,UPWK,RS: 99,RS: 99,99,,21,99,27.78,1144739328,['S&P600_小型'],,46.53,27.78,55.56,,False,Communication Services,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,OVV,RS: 99,RS: 99,99,,21,99,10.77,18514221056,['S&P400_中型'],,21.93,10.77,21.54,,False,Energy,2021-03-01,2021-04-01,✅ RS 換倉平倉,,IS
🅱️ RS 核心,3962.T,RS: 99,RS: 99,99,,21,99,1481.2,0,['TOPIX_Small500_小型'],,3399.7,1481.2,2962.4,110.75,False,N/A,2021-03-01,2021-04-01,✅ RS 換倉平倉,106.503,IS
