date,tk,px,sl,tp,initial_sl,tp1_price,last_px,status,tag,entry_metric,curr_metric,sources,sector,mcap,feature_score,features,partial_tp_hit,close_date
2025-01-20,3402.T,995.33,995.33,1071.97,978.3,1020.87,1071.97,✅ MAX TP,💥 BB 擠壓,,RS: 95,"['NK225', 'TOPIX_Mid400_中型']",N/A,0,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 63.9}",True,2025-02-05
2025-01-23,6632.T,1743.74,1697.05,1953.87,1697.05,1813.78,1697.05,❌ STOP LOSS,🏆 VCP 突破,,RS: 99,['TOPIX_Mid400_中型'],N/A,0,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 56.2}",False,2025-01-28
2025-01-27,DOCU,92.26,87.33,107.06,87.33,99.66,87.33,❌ STOP LOSS,💥 BB 擠壓,,RS: 96,['S&P400_中型'],N/A,0,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 68.7}",False,2025-02-11
2025-01-27,FOX,46.96,46.96,50.56,45.76,48.77,50.56,✅ MAX TP,🏆 VCP 突破,,RS: 94,['S&P500_大盤'],N/A,0,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 59.7}",True,2025-02-04
2025-01-27,MO,48.33,47.17,51.83,47.17,50.07,47.17,❌ STOP LOSS,🏆 VCP 突破,,RS: 78,['S&P500_大盤'],Consumer Defensive,114277277696,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 66.6}",False,2025-01-30
2025-01-28,ALAB,89.63,89.63,132.58,75.31,103.95,91.75,✅ TRAIL EXIT,📉 極度超賣,RSI: 22,RSI: 36,['NDX100_科技'],Technology,54581428224,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 22.8}",True,2025-02-11
2025-02-03,PTON,7.32,7.32,9.38,6.63,8.01,9.38,✅ MAX TP,📉 極度超賣,RSI: 23,RSI: 29,['S&P600_小型'],Consumer Cyclical,2823107328,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 23.6}",True,2025-02-06
2025-02-04,2802.T,3194.23,3134.82,3461.61,3134.82,3283.36,3134.82,❌ STOP LOSS,🏆 VCP 突破,,,['NK225'],Consumer Defensive,5090677620736,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 58.4}",False,2025-02-05
2025-02-04,4272.T,1349.4,1314.63,1453.69,1314.63,1401.55,1314.63,❌ STOP LOSS,⚡ 缺口動能,RS: 75,RS: 75,['TOPIX_Mid400_中型'],Basic Materials,300879872000,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 75.6}",False,2025-02-05
2025-02-07,1926.T,2420.91,2420.91,2620.88,2354.25,2520.91,2425.5877642133723,✅ TRAIL EXIT,⚡ 缺口動能,RS: 87,RS: 89,['TOPIX_Small500_小型'],Industrials,152539381760,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 94.8}",True,2025-02-18
2025-02-10,SMTC,37.6,30.45,59.06,30.45,44.75,30.45,❌ STOP LOSS,📉 極度超賣,RSI: 20,RSI: 38,['S&P400_中型'],Technology,11294578688,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 20.9}",False,2025-03-07
2025-02-10,9616.T,3109.92,2992.22,3463.02,2992.22,3286.48,2992.22,❌ STOP LOSS,⚡ 缺口動能,RS: 82,RS: 81,['TOPIX_Mid400_中型'],Consumer Cyclical,311852564480,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 82.6}",False,2025-02-13
2025-02-17,6383.T,3571.12,3571.12,3983.99,3433.5,3777.55,3983.99,✅ MAX TP,⚡ 缺口動能,RS: 82,RS: 92,['TOPIX_Mid400_中型'],Industrials,2297451249664,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 75.3}",True,2025-02-27
2025-02-17,8848.T,580.5,559.56,643.32,559.56,611.91,559.56,❌ STOP LOSS,⚡ 缺口動能,RS: 78,RS: 68,['TOPIX_Small500_小型'],Real Estate,213814525952,2,"{'mss': True, 'smc': False, 'amd': True, 'ml_rsi': 68.9}",False,2025-02-26
2025-02-18,ASB,24.06,23.32,26.28,23.32,25.18,23.32,❌ STOP LOSS,💥 BB 擠壓,,RS: 80,['S&P400_中型'],Financial Services,5950278656,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 57.5}",False,2025-02-21
2025-02-18,CNH,12.93,12.3,14.81,12.3,13.88,12.3,❌ STOP LOSS,🏆 VCP 突破,,RS: 88,['S&P400_中型'],Industrials,13379066880,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 53.5}",False,2025-02-25
2025-02-18,CWST,115.01,110.47,128.64,110.47,121.82,110.47,❌ STOP LOSS,🏆 VCP 突破,,RS: 73,['S&P600_小型'],Industrials,5727438848,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 71.1}",False,2025-02-26
2025-02-18,DE,492.07,475.11,542.95,475.11,517.52,475.11,❌ STOP LOSS,🏆 VCP 突破,,RS: 91,['S&P500_大盤'],Industrials,165201707008,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 63.8}",False,2025-02-24
2025-02-18,EQH,53.26,51.38,58.88,51.38,56.07,51.38,❌ STOP LOSS,💥 BB 擠壓,,RS: 93,['S&P400_中型'],Financial Services,14002752512,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 60.8}",False,2025-02-21
2025-02-18,FITB,42.21,41.2,45.24,41.2,43.73,41.2,❌ STOP LOSS,💥 BB 擠壓,,RS: 80,['S&P500_大盤'],Financial Services,52218601472,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 52.8}",False,2025-02-20
2025-02-18,FULT,19.64,18.89,21.9,18.89,20.78,18.89,❌ STOP LOSS,💥 BB 擠壓,,RS: 82,['S&P600_小型'],Financial Services,4732915712,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 53.8}",False,2025-02-20
2025-02-18,KEY,16.8,16.28,18.36,16.28,17.58,16.28,❌ STOP LOSS,💥 BB 擠壓,,RS: 79,['S&P500_大盤'],Financial Services,24753289216,2,"{'mss': True, 'smc': False, 'amd': True, 'ml_rsi': 55.3}",False,2025-02-20
2025-02-18,LAMR,123.14,120.07,132.34,120.07,127.74,120.07,❌ STOP LOSS,🏆 VCP 突破,,RS: 77,['S&P400_中型'],Real Estate,16051331072,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 71.1}",False,2025-02-20
2025-02-18,LAZ,51.34,48.91,58.61,48.91,54.98,48.91,❌ STOP LOSS,💥 BB 擠壓,,RS: 84,['S&P600_小型'],Financial Services,4263462656,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 59.5}",False,2025-02-20
2025-02-18,MTB,192.02,187.81,204.65,187.81,198.33,187.81,❌ STOP LOSS,💥 BB 擠壓,,RS: 89,['S&P500_大盤'],Financial Services,36514418688,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 50.5}",False,2025-02-20
2025-02-18,OGS,69.26,67.46,74.67,67.46,71.96,67.46,❌ STOP LOSS,💥 BB 擠壓,,RS: 75,['S&P400_中型'],Utilities,0,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 73.5}",False,2025-02-20
2025-02-18,ONB,23.32,22.62,25.41,22.62,24.36,22.62,❌ STOP LOSS,💥 BB 擠壓,,RS: 91,['S&P400_中型'],Financial Services,10329389056,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 61.2}",False,2025-02-21
2025-02-18,R,166.91,160.53,186.03,160.53,176.47,160.53,❌ STOP LOSS,🏆 VCP 突破,,RS: 89,['S&P400_中型'],Industrials,10182627328,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 67.2}",False,2025-02-20
2025-02-18,RF,23.19,22.58,25.01,22.58,24.1,22.58,❌ STOP LOSS,💥 BB 擠壓,,RS: 81,['S&P500_大盤'],Financial Services,0,2,"{'mss': True, 'smc': False, 'amd': True, 'ml_rsi': 51.1}",False,2025-02-20
2025-02-18,SNX,142.14,138.94,151.75,138.94,146.94,138.94,❌ STOP LOSS,💥 BB 擠壓,,RS: 87,['S&P400_中型'],Technology,0,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 61.4}",False,2025-02-21
2025-02-18,WSM,212.83,205.56,234.64,205.56,223.73,205.56,❌ STOP LOSS,💥 BB 擠壓,,,['S&P500_大盤'],Consumer Cyclical,29229418496,2,"{'mss': True, 'smc': False, 'amd': True, 'ml_rsi': 51.1}",False,2025-02-19
2025-02-19,COF,206.12,199.06,227.3,199.06,216.7,199.06,❌ STOP LOSS,🏆 VCP 突破,,,['S&P500_大盤'],Financial Services,135966654464,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 58.1}",False,2025-02-20
2025-02-19,GRMN,236.11,224.24,271.75,224.24,253.93,224.24,❌ STOP LOSS,⚡ 缺口動能,RS: 95,RS: 95,['S&P500_大盤'],Technology,58347536384,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 75.8}",False,2025-02-20
2025-02-19,MS,135.53,131.95,146.28,131.95,140.91,131.95,❌ STOP LOSS,💥 BB 擠壓,,,['S&P500_大盤'],Financial Services,343120445440,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 55.4}",False,2025-02-20
2025-02-19,NDAQ,81.04,78.96,87.27,78.96,84.15,78.96,❌ STOP LOSS,💥 BB 擠壓,,RS: 88,['S&P500_大盤'],Financial Services,52856897536,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 51.4}",False,2025-02-24
2025-02-19,NTRS,109.58,106.81,117.88,106.81,113.73,106.81,❌ STOP LOSS,💥 BB 擠壓,,RS: 92,['S&P500_大盤'],Financial Services,33733363712,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 53.7}",False,2025-02-25
2025-02-19,PEN,303.76,289.31,347.11,289.31,325.44,289.31,❌ STOP LOSS,⚡ 缺口動能,RS: 92,RS: 91,['S&P400_中型'],Healthcare,12731055104,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 74.8}",False,2025-02-24
2025-02-19,8630.T,4201.85,4126.49,4540.96,4126.49,4314.89,4126.49,❌ STOP LOSS,💥 BB 擠壓,,,['NK225'],Financial Services,6200669765632,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 58.7}",False,2025-02-20
2025-02-20,GL,122.74,122.74,135.2,118.59,128.98,113.205612092875,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 98,['S&P500_大盤'],Financial Services,14275765248,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 56.9}",True,2025-04-04
2025-02-20,PODD,288.29,278.8,316.75,278.8,302.53,278.8,❌ STOP LOSS,🏆 VCP 突破,,,['S&P500_大盤'],Healthcare,9230210048,2,"{'mss': False, 'smc': True, 'amd': True, 'ml_rsi': 64.3}",False,2025-02-21
2025-02-21,8334.T,1054.36,1027.79,1173.95,1027.79,1094.22,1027.79,❌ STOP LOSS,🏆 VCP 突破,,,['TOPIX_Mid400_中型'],Financial Services,971987091456,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 54.8}",False,2025-02-24
2025-02-21,8630.T,4209.5,4127.17,4579.97,4127.17,4333.0,4127.17,❌ STOP LOSS,💥 BB 擠壓,,,['NK225'],Financial Services,6200669765632,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 59.3}",False,2025-02-24
2025-02-24,8630.T,4209.5,4123.35,4597.19,4123.35,4338.73,4123.35,❌ STOP LOSS,💥 BB 擠壓,,,['NK225'],Financial Services,6200669765632,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 54.8}",False,2025-02-25
2025-02-25,CAVA,99.3,89.57,128.48,89.57,109.03,89.57,❌ STOP LOSS,📉 極度超賣,RSI: 9,RSI: 8,['S&P400_中型'],Consumer Cyclical,7707075072,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 9.7}",False,2025-02-28
2025-02-28,FTDR,45.48,42.17,55.42,42.17,48.79,42.17,❌ STOP LOSS,📉 極度超賣,RSI: 15,RSI: 15,['S&P600_小型'],Consumer Cyclical,5364542976,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 15.5}",False,2025-03-03
2025-03-04,NCLH,21.13,19.2,26.93,19.2,23.06,19.2,❌ STOP LOSS,📉 極度超賣,RSI: 22,RSI: 20,['S&P500_大盤'],Consumer Cyclical,9321512960,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 23.0}",False,2025-03-07
2025-03-10,SHOP,92.75,92.75,122.53,82.82,102.68,95.86100006103516,✅ TRAIL EXIT,📉 極度超賣,RSI: 15,RSI: 52,['NDX100_科技'],Technology,187173715968,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 15.0}",True,2025-03-28
2025-03-10,SN,86.65,86.65,107.4,79.73,93.57,84.63999938964844,✅ TRAIL EXIT,📉 極度超賣,RSI: 21,RSI: 48,['S&P400_中型'],Consumer Cyclical,0,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 21.5}",True,2025-03-27
2025-03-11,ALK,53.64,48.36,69.49,48.36,58.92,48.36,❌ STOP LOSS,📉 極度超賣,RSI: 15,RSI: 34,['S&P400_中型'],Industrials,5807060480,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 15.4}",False,2025-03-31
2025-03-13,ATEN,16.13,16.13,19.35,15.05,17.21,16.69091228985566,✅ TRAIL EXIT,📉 極度超賣,RSI: 18,RSI: 28,['S&P600_小型'],Technology,2220423680,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 18.8}",True,2025-03-21
2025-03-20,HQY,84.6,84.6,104.27,78.04,91.16,85.0,✅ TRAIL EXIT,📉 極度超賣,RSI: 22,RSI: 39,['S&P400_中型'],Healthcare,8728901632,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 22.1}",True,2025-03-31
2025-05-12,NRG,148.38,148.38,174.32,139.73,161.36,147.37517018060558,✅ TRAIL EXIT,⚡ 缺口動能,RS: 99,RS: 99,['S&P500_大盤'],Utilities,0,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 97.4}",True,2025-07-08
2025-05-12,OLLI,113.91,113.91,129.96,108.56,121.94,129.96,✅ MAX TP,💥 BB 擠壓,,RS: 86,['S&P400_中型'],Consumer Defensive,4739538432,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 56.8}",True,2025-06-25
2025-05-12,TPL,443.62,420.35,513.42,420.35,478.53,420.35,❌ STOP LOSS,💥 BB 擠壓,,RS: 96,['S&P500_大盤'],Energy,26339956736,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 54.8}",False,2025-05-23
2025-05-14,EXEL,44.65,41.64,53.68,41.64,49.17,41.64,❌ STOP LOSS,⚡ 缺口動能,RS: 98,RS: 97,['S&P400_中型'],Healthcare,14251833344,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 74.2}",False,2025-06-11
2025-05-16,DPZ,483.81,470.59,523.49,470.59,503.65,470.59,❌ STOP LOSS,💥 BB 擠壓,,RS: 75,['S&P500_大盤'],Consumer Cyclical,12128095232,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 54.4}",False,2025-05-21
2025-05-16,VZ,40.52,39.54,43.48,39.54,42.0,39.54,❌ STOP LOSS,💥 BB 擠壓,,RS: 79,['S&P500_大盤'],Communication Services,193072414720,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 61.2}",False,2025-05-23
2025-05-19,DG,95.74,95.74,108.12,91.61,101.93,108.12,✅ MAX TP,🏆 VCP 突破,,RS: 78,['S&P500_大盤'],Consumer Defensive,28001267712,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 59.6}",True,2025-06-03
2025-05-19,TXNM,54.57,54.57,60.35,52.64,57.46,57.53842076136279,✅ TRAIL EXIT,🏆 VCP 突破,,RS: 76,['S&P400_中型'],Utilities,5910725120,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 68.6}",True,2026-01-26
2025-05-21,DY,224.13,224.13,260.37,212.05,242.25,230.32000732421875,✅ TRAIL EXIT,⚡ 缺口動能,RS: 93,RS: 95,['S&P400_中型'],Industrials,0,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 91.6}",True,2025-06-10
2025-05-22,CRWD,111.02,111.02,126.85,105.74,118.93,126.85,✅ MAX TP,💥 BB 擠壓,,RS: 94,"['S&P500_大盤', 'NDX100_科技']",Technology,213691891712,1,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 51.5}",True,2025-06-30
2025-05-22,PSKY,11.62,11.62,12.65,11.27,12.14,12.65,✅ MAX TP,💥 BB 擠壓,,RS: 81,['S&P500_大盤'],Communication Services,9803957248,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 63.4}",True,2025-06-30
2025-05-22,URBN,73.21,69.37,84.74,69.37,78.97,69.37,❌ STOP LOSS,⚡ 缺口動能,RS: 99,RS: 97,['S&P600_小型'],Consumer Cyclical,6670116352,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 80.6}",False,2025-06-05
2025-05-23,LEU,113.29,113.29,152.11,100.35,132.7,152.11,✅ MAX TP,⚡ 缺口動能,RS: 99,RS: 99,['S&P600_小型'],Energy,3691206400,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 86.3}",True,2025-06-09
2025-05-23,WRB,70.54,68.94,75.33,68.94,72.94,68.94,❌ STOP LOSS,💥 BB 擠壓,,RS: 94,['S&P500_大盤'],Financial Services,26758080512,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 53.7}",False,2025-06-09
2025-05-27,SXT,93.55,93.55,102.25,90.64,97.9,102.25,✅ MAX TP,💥 BB 擠壓,,RS: 94,['S&P600_小型'],Basic Materials,5543755264,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 56.8}",True,2025-07-01
2025-05-27,WMB,57.77,57.77,63.07,56.0,60.42,56.11981653516319,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 87,['S&P500_大盤'],Energy,87823499264,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 56.8}",True,2025-07-02
2025-05-28,ICE,175.09,175.09,188.59,170.59,181.83,175.69418334960938,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 77,['S&P500_大盤'],Financial Services,84119347200,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 53.2}",True,2025-08-18
2025-05-29,AIG,81.21,81.21,86.8,79.35,84.01,80.18579535807973,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 83,['S&P500_大盤'],Financial Services,0,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 55.4}",True,2025-07-02
2025-05-29,AJG,337.42,328.38,364.57,328.38,350.99,328.38,❌ STOP LOSS,💥 BB 擠壓,,RS: 90,['S&P500_大盤'],Financial Services,64349278208,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 54.0}",False,2025-06-05
2025-05-29,VEEV,279.04,265.99,318.19,265.99,298.62,265.99,❌ STOP LOSS,⚡ 缺口動能,RS: 96,RS: 72,['S&P500_大盤'],Healthcare,34683269120,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 78.3}",False,2025-09-02
2025-05-29,6508.T,4257.41,4257.41,4774.91,4084.91,4516.17,4774.91,✅ MAX TP,💥 BB 擠壓,,RS: 92,['TOPIX_Small500_小型'],Industrials,510344462336,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 57.0}",True,2025-06-10
2025-05-29,8473.T,2141.56,2141.56,2372.0,2064.75,2256.79,2372.0,✅ MAX TP,⚡ 缺口動能,RS: 85,RS: 89,['TOPIX_Mid400_中型'],Financial Services,1987654451200,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 87.1}",True,2025-06-19
2025-05-30,GWRE,215.02,209.33,232.1,209.33,223.56,209.33,❌ STOP LOSS,💥 BB 擠壓,,,['S&P400_中型'],Technology,13348493312,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 52.4}",False,2025-06-02
2025-05-30,NFG,79.99,79.99,85.33,78.2,82.67,79.27393825158624,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 94,['S&P400_中型'],Energy,7499058176,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 62.8}",True,2025-07-10
2025-05-30,PLTR,131.78,123.37,157.01,123.37,144.39,123.37,❌ STOP LOSS,💥 BB 擠壓,,RS: 99,"['S&P500_大盤', 'NDX100_科技']",Technology,379806121984,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 67.4}",False,2025-06-05
2025-05-30,RYAN,70.74,68.64,77.05,68.64,73.9,68.64,❌ STOP LOSS,💥 BB 擠壓,,RS: 86,['S&P400_中型'],Financial Services,11881605120,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 61.7}",False,2025-06-05
2025-05-30,VZ,40.49,39.65,43.04,39.65,41.76,39.65,❌ STOP LOSS,💥 BB 擠壓,,RS: 81,['S&P500_大盤'],Communication Services,193072414720,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 59.0}",False,2025-06-05
2025-05-30,WMT,97.9,94.92,106.84,94.92,102.37,94.92,❌ STOP LOSS,💥 BB 擠壓,,RS: 89,"['S&P500_大盤', 'NDX100_科技']",Consumer Defensive,894010589184,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 59.6}",False,2025-06-11
2025-06-02,AROC,24.58,23.74,27.09,23.74,25.83,23.74,❌ STOP LOSS,💥 BB 擠壓,,RS: 81,['S&P600_小型'],Energy,5946626048,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 50.6}",False,2025-06-11
2025-06-02,CALM,92.09,88.95,101.53,88.95,96.81,88.95,❌ STOP LOSS,💥 BB 擠壓,,RS: 93,['S&P600_小型'],Consumer Defensive,4019386112,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 58.6}",False,2025-06-11
2025-06-02,EQT,56.0,54.18,61.46,54.18,58.74,54.18,❌ STOP LOSS,💥 BB 擠壓,,RS: 95,['S&P500_大盤'],Energy,32045185024,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 53.8}",False,2025-06-09
2025-06-02,GWRE,215.24,215.24,233.22,209.25,224.23,233.22,✅ MAX TP,💥 BB 擠壓,,RS: 96,['S&P400_中型'],Technology,13348493312,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 51.7}",True,2025-06-04
2025-06-02,STRL,189.6,189.6,215.7,180.9,202.65,215.7,✅ MAX TP,💥 BB 擠壓,,RS: 96,['S&P400_中型'],Industrials,16396363776,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 53.2}",True,2025-06-17
2025-06-02,TLN,248.56,248.56,278.09,238.72,263.32,278.09,✅ MAX TP,💥 BB 擠壓,,RS: 98,['S&P400_中型'],Utilities,15764704256,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 61.9}",True,2025-06-13
2025-06-03,DG,109.77,104.1,126.77,104.1,118.27,104.1,❌ STOP LOSS,⚡ 缺口動能,RS: 90,RS: 89,['S&P500_大盤'],Consumer Defensive,28001267712,2,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 83.8}",False,2025-07-28
2025-06-03,EXLS,46.64,46.64,49.92,45.55,48.27,44.79999923706055,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 92,['S&P400_中型'],Technology,5106309120,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 62.3}",True,2025-06-18
2025-06-03,HII,224.17,217.93,242.92,217.93,233.54,217.93,❌ STOP LOSS,💥 BB 擠壓,,RS: 77,['S&P500_大盤'],Industrials,12518842368,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 61.0}",False,2025-06-11
2025-06-03,RS,303.29,303.29,332.61,293.52,317.96,332.61,✅ MAX TP,🏆 VCP 突破,,RS: 84,['S&P400_中型'],Basic Materials,21498052608,2,"{'mss': False, 'smc': True, 'amd': True, 'ml_rsi': 59.5}",True,2025-07-21
2025-06-03,UNM,79.74,77.76,85.69,77.76,82.71,77.76,❌ STOP LOSS,💥 BB 擠壓,,RS: 95,['S&P400_中型'],Financial Services,14101364736,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 62.4}",False,2025-06-05
2025-06-04,GWRE,253.98,242.77,287.6,242.77,270.79,242.77,❌ STOP LOSS,⚡ 缺口動能,RS: 98,RS: 98,['S&P400_中型'],Technology,13348493312,3,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 82.7}",False,2025-06-20
2025-06-04,HRB,55.83,54.35,60.3,54.35,58.06,54.35,❌ STOP LOSS,💥 BB 擠壓,,RS: 78,['S&P400_中型'],Consumer Cyclical,5815758336,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 64.2}",False,2025-06-09
2025-06-04,MTZ,157.63,157.63,176.45,151.36,167.04,176.45,✅ MAX TP,💥 BB 擠壓,,RS: 93,['S&P400_中型'],Industrials,21421344768,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 54.5}",True,2025-07-17
2025-06-04,PAYC,262.33,253.8,287.92,253.8,275.13,253.8,❌ STOP LOSS,💥 BB 擠壓,,RS: 96,['S&P600_小型'],Technology,8150416384,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 62.5}",False,2025-06-09
2025-06-04,TDY,498.11,488.64,526.51,488.64,512.31,488.64,❌ STOP LOSS,💥 BB 擠壓,,RS: 83,['S&P500_大盤'],Technology,0,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 52.5}",False,2025-06-13
2025-06-05,DBX,29.51,28.78,31.71,28.78,30.61,28.78,❌ STOP LOSS,💥 BB 擠壓,,RS: 83,['S&P400_中型'],Technology,8165522944,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 61.7}",False,2025-06-11
2025-06-05,IESC,270.8,270.8,316.31,255.63,293.55,316.31,✅ MAX TP,💥 BB 擠壓,,RS: 98,['S&P400_中型'],Industrials,15621293056,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 50.3}",True,2025-07-16
2025-06-05,T,26.25,26.25,28.03,25.65,27.14,25.42126137999538,✅ TRAIL EXIT,💥 BB 擠壓,,RS: 95,['S&P500_大盤'],Communication Services,158016012288,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 50.6}",True,2025-07-11
2025-06-06,AHR,34.49,34.49,38.16,33.26,36.33,38.16,✅ MAX TP,💥 BB 擠壓,,RS: 98,['S&P400_中型'],Real Estate,11473087488,2,"{'mss': True, 'smc': False, 'amd': True, 'ml_rsi': 52.6}",True,2025-07-30
2025-06-06,BA,210.8,204.28,230.36,204.28,220.58,204.28,❌ STOP LOSS,💥 BB 擠壓,,RS: 90,['S&P500_大盤'],Industrials,189838983168,0,"{'mss': False, 'smc': False, 'amd': False, 'ml_rsi': 59.3}",False,2025-06-12
2025-06-06,CNXC,53.71,51.7,59.75,51.7,56.73,51.7,❌ STOP LOSS,💥 BB 擠壓,,RS: 88,['S&P600_小型'],Technology,1590138240,1,"{'mss': False, 'smc': False, 'amd': True, 'ml_rsi': 53.0}",False,2025-06-18
2025-06-06,CRK,24.46,24.46,27.78,23.35,26.12,27.78,✅ MAX TP,💥 BB 擠壓,,RS: 99,['S&P600_小型'],Energy,3805322240,1,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 59.4}",True,2025-06-17
