mcap,sl,fx_entry,fx_exit,tk,days_held,sector,feature_score,px,tp1_price,entry_rs,curr_rs,status,curr_metric,date,tag,initial_sl,sources,period,close_date,features,tp,last_px,partial_tp_hit,entry_metric
9795130368,81.08,,,FLS,15,Industrials,2,84.95,92.7,,,⏱️ 時間止損 (無進展),RS: 93,2026-02-06,🏆 VCP 突破,81.08,['S&P400_中型'],FWD,2026-02-23,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 74.7, 'rv_pct': 0.071, 'bd_pct': 0.393}",,87.81,False,
5941171712,118.3,,,ROAD,15,Industrials,3,127.65,146.35,,,⏱️ 時間止損 (無進展),RS: 83,2026-02-05,🏆 VCP 突破,118.3,['S&P600_小型'],FWD,2026-02-20,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 64.4, 'rv_pct': 0.3, 'bd_pct': 0.234}",,131.9,False,
741524897792,2856.36,153.609,154.693,4506.T,2,Healthcare,1,3184.0,3839.28,,,❌ STOP LOSS,RS: 99,2026-02-17,⚡ 缺口動能,2856.36,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-02-19,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 80.5, 'rv_pct': 0.905, 'bd_pct': 0.083}",4166.93,2856.36,False,RS: 99
19382427648,47.86,,,LUV,14,Industrials,3,47.86,53.81,,,✅ TRAIL EXIT,RS: 93,2026-01-29,⚡ 缺口動能,44.88,['S&P500_大盤'],FWD,2026-02-12,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 64.7, 'rv_pct': 0.242, 'bd_pct': 1.0}",56.78,50.17,True,RS: 93
105862881280,904.37,,,MCK,7,Healthcare,2,954.93,1056.06,,,❌ STOP LOSS,RS: 88,2026-02-05,⚡ 缺口動能,904.37,['S&P500_大盤'],FWD,2026-02-12,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 73.6, 'rv_pct': 0.478, 'bd_pct': 0.69}",1106.62,904.37,False,RS: 92
9795130368,81.08,,,FLS,1,Industrials,2,84.95,92.7,,,❌ STOP LOSS,,2026-02-06,🏆 VCP 突破,81.08,['S&P400_中型'],FWD,2026-02-06,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 74.7, 'rv_pct': 0.071, 'bd_pct': 0.393}",,81.08,False,
175034990592,3815.96,155.799,156.784,4617.T,3,Basic Materials,1,3815.96,4014.34,,,❌ 觸發 3 日時間止損,RSI: 32,2026-02-04,📉 極度超賣,3617.58,['TOPIX_Small500_小型'],FWD,2026-02-06,"{'mss': False, 'smc': True, 'amd': False, 'ml_rsi': 22.2, 'rv_pct': 0.752, 'bd_pct': 0.192}",4411.08,4012.4,True,RSI: 22
9795130368,81.08,,,FLS,1,Industrials,2,84.95,92.7,,,❌ STOP LOSS,,2026-02-06,🏆 VCP 突破,81.08,['S&P400_中型'],FWD,2026-02-06,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 74.7, 'rv_pct': 0.071, 'bd_pct': 0.393}",,81.08,False,
13801459712,81.2,,,SMTC,2,Technology,2,87.76,100.88,,,❌ STOP LOSS,RS: 97,2026-02-02,🏆 VCP 突破,81.2,['S&P400_中型'],FWD,2026-02-04,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 74.1, 'rv_pct': 0.089, 'bd_pct': 0.222}",,81.2,False,
254769070080,137.62,,,SNDK,21,Technology,,275.24,,100,100,✅ RS 換倉平倉,RS: 100,2026-01-02,🅱️ RS 核心,137.62,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,665.24,False,RS: 100
1466764623872,8776.61,156.731,155.202,5706.T,21,Industrials,,17553.23,,100,100,✅ RS 換倉平倉,RS: 100,2026-01-02,🅱️ RS 核心,8776.61,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-02-02,,,19703.21,False,RS: 100
79048572928,193.05,,,LITE,21,Technology,,386.11,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,193.05,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,423.42,False,RS: 99
741524897792,1159.0,156.731,155.202,4506.T,21,Healthcare,,2318.0,,99,99,✅ RS 換倉平倉,RS: 98,2026-01-02,🅱️ RS 核心,1159.0,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-02-02,,,2243.0,False,RS: 99
26086068224,56.09,,,ECHO,21,Communication Services,,112.18,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,56.09,['S&P500_大盤'],FWD,2026-02-02,,,116.55,False,RS: 99
12161595392,33.9,,,ARWR,21,Healthcare,,67.79,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,33.9,['S&P400_中型'],FWD,2026-02-02,,,73.0,False,RS: 99
10375767040,18.82,,,VSAT,21,Technology,,37.63,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,18.82,['S&P600_小型'],FWD,2026-02-02,,,43.75,False,RS: 99
13870331904,9.43,,,HL,21,Basic Materials,,18.86,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,9.43,['S&P400_中型'],FWD,2026-02-02,,,21.54,False,RS: 99
168538456064,93.78,,,WDC,21,Technology,,187.56,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,93.78,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,270.03,False,RS: 99
45549096960,123.03,,,CIEN,21,Technology,,246.06,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,123.03,['S&P500_大盤'],FWD,2026-02-02,,,268.49,False,RS: 99
1148129771520,157.62,,,MU,21,Technology,,315.24,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,157.62,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,437.55,False,RS: 99
4123981824,17.86,,,INDV,21,Healthcare,,35.73,,99,99,✅ RS 換倉平倉,RS: 98,2026-01-02,🅱️ RS 核心,17.86,['S&P600_小型'],FWD,2026-02-02,,,35.0,False,RS: 99
5755433385984,3359.4,156.731,155.202,4062.T,21,Technology,,6718.79,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,3359.4,['TOPIX_Mid400_中型'],FWD,2026-02-02,,,7715.98,False,RS: 99
0,14.26,,,WBD,21,N/A,,28.51,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,14.26,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,27.52,False,RS: 99
139349753856,2884.69,156.731,155.202,6941.T,21,Technology,,5769.38,,99,99,✅ RS 換倉平倉,RS: 98,2026-01-02,🅱️ RS 核心,2884.69,['TOPIX_Small500_小型'],FWD,2026-02-02,,,5798.97,False,RS: 99
192786563072,143.42,,,STX,21,Technology,,286.83,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,143.42,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-02-02,,,431.89,False,RS: 99
3233919533056,973.34,156.731,155.202,5016.T,21,Technology,,1946.67,,99,99,✅ RS 換倉平倉,RS: 99,2026-01-02,🅱️ RS 核心,973.34,['TOPIX_Mid400_中型'],FWD,2026-02-02,,,2337.0,False,RS: 99
6654276403200,781.95,156.731,155.202,5802.T,21,Consumer Cyclical,,1563.9,,99,99,✅ RS 換倉平倉,RS: 97,2026-01-02,🅱️ RS 核心,781.95,['NK225'],FWD,2026-02-02,,,1682.34,False,RS: 99
41088552960,37.99,,,RKLB,21,Industrials,,75.99,,99,99,✅ RS 換倉平倉,RS: 97,2026-01-02,🅱️ RS 核心,37.99,['NDX100_科技'],FWD,2026-02-02,,,74.15,False,RS: 99
2914099968,12.93,,,AEO,21,Consumer Cyclical,,25.87,,98,98,✅ RS 換倉平倉,RS: 96,2026-01-02,🅱️ RS 核心,12.93,['S&P600_小型'],FWD,2026-02-02,,,24.3,False,RS: 98
1368616992768,4166.5,156.989,155.202,3563.T,28,Consumer Cyclical,2,4166.5,4537.84,,,✅ TRAIL EXIT,RS: 83,2026-01-05,🏆 VCP 突破,3980.83,['TOPIX_Mid400_中型'],FWD,2026-02-02,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 70.5, 'rv_pct': 0.056, 'bd_pct': 0.389}",,4122.43,True,
16381692928,178.18,,,ONTO,25,Technology,2,178.18,193.94,,,✅ TRAIL EXIT,RS: 95,2026-01-05,🏆 VCP 突破,170.3,['S&P400_中型'],FWD,2026-01-30,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 72.6, 'rv_pct': 0.119, 'bd_pct': 0.448}",,200.64,True,
650369040384,3162.31,158.596,153.162,6323.T,12,Technology,2,3162.31,3602.69,,,✅ TRAIL EXIT,RS: 95,2026-01-16,⚡ 缺口動能,2942.12,['TOPIX_Mid400_中型'],FWD,2026-01-30,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 82.9, 'rv_pct': 0.929, 'bd_pct': 0.798}",3822.89,3342.56,True,RS: 90
132642119680,102.12,,,GLW,2,Technology,2,109.16,123.25,,,❌ STOP LOSS,RS: 95,2026-01-27,⚡ 缺口動能,102.12,['S&P500_大盤'],FWD,2026-01-29,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 83.5, 'rv_pct': 0.341, 'bd_pct': 0.849}",130.28,102.12,False,RS: 96
12122387456,284.8,,,WTS,20,Industrials,3,284.8,300.69,,,✅ TRAIL EXIT,RS: 78,2026-01-08,🏆 VCP 突破,276.86,['S&P400_中型'],FWD,2026-01-28,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 58.1, 'rv_pct': 0.218, 'bd_pct': 0.194}",,286.05,True,
10237029376,152.46,,,WMS,14,Industrials,2,158.16,169.57,,,❌ STOP LOSS,RS: 80,2026-01-09,🏆 VCP 突破,152.46,['S&P400_中型'],FWD,2026-01-23,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 68.6, 'rv_pct': 0.196, 'bd_pct': 0.29}",,152.46,False,
25691938816,102.68,,,INCY,14,Healthcare,2,106.66,114.62,,,❌ STOP LOSS,RS: 90,2026-01-06,🏆 VCP 突破,102.68,['S&P500_大盤'],FWD,2026-01-20,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 76.0, 'rv_pct': 0.04, 'bd_pct': 0.389}",,102.68,False,
6106938880,152.79,,,JBTM,13,Industrials,2,157.95,168.28,,,❌ STOP LOSS,RS: 72,2026-01-07,💥 BB 擠壓,152.79,['S&P600_小型'],FWD,2026-01-20,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 67.9, 'rv_pct': 0.075, 'bd_pct': 0.639}",,152.79,False,
497684250624,3802.31,158.596,157.535,6674.T,3,Consumer Cyclical,2,3982.35,4342.42,,,❌ STOP LOSS,RS: 84,2026-01-16,🏆 VCP 突破,3802.31,['TOPIX_Mid400_中型'],FWD,2026-01-19,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 69.2, 'rv_pct': 0.167, 'bd_pct': 0.244}",,3802.31,False,
650369040384,2942.12,158.596,158.596,6323.T,1,Technology,2,3162.31,3602.69,,,❌ STOP LOSS,RS: 90,2026-01-16,⚡ 缺口動能,2942.12,['TOPIX_Mid400_中型'],FWD,2026-01-16,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 82.9, 'rv_pct': 0.929, 'bd_pct': 0.798}",3822.89,2942.12,False,RS: 90
650369040384,2942.12,158.596,158.596,6323.T,1,Technology,2,3162.31,3602.69,,,❌ STOP LOSS,RS: 90,2026-01-16,⚡ 缺口動能,2942.12,['TOPIX_Mid400_中型'],FWD,2026-01-16,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 82.9, 'rv_pct': 0.929, 'bd_pct': 0.798}",3822.89,2942.12,False,RS: 90
137506832384,4341.11,156.68,158.596,5715.T,9,Basic Materials,2,4341.11,5007.9,,,✅ TRAIL EXIT,RS: 98,2026-01-07,⚡ 缺口動能,4007.72,['TOPIX_Small500_小型'],FWD,2026-01-16,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 82.1, 'rv_pct': 0.619, 'bd_pct': 0.841}",5341.28,4574.2,True,RS: 98
479998672896,1954.28,159.179,158.596,1662.T,2,Energy,2,2089.1,2358.75,,,❌ STOP LOSS,RS: 95,2026-01-14,⚡ 缺口動能,1954.28,['TOPIX_Small500_小型'],FWD,2026-01-16,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 92.5, 'rv_pct': 0.976, 'bd_pct': 1.0}",2493.58,1954.28,False,RS: 97
652543066112,1774.15,156.68,156.731,8233.T,1,Consumer Cyclical,3,1831.0,1944.71,,,❌ STOP LOSS,RS: 90,2026-01-07,⚡ 缺口動能,1774.15,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-01-08,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 87.9, 'rv_pct': 0.407, 'bd_pct': 0.405}",2001.57,1774.15,False,RS: 90
73159614464,587.93,,,NOC,2,Industrials,2,603.95,635.99,,,❌ STOP LOSS,RS: 76,2026-01-05,🏆 VCP 突破,587.93,['S&P500_大盤'],FWD,2026-01-07,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 67.4, 'rv_pct': 0.19, 'bd_pct': 0.169}",,587.93,False,
253206282240,2753.55,156.09,156.989,3186.T,10,Consumer Cyclical,2,2880.0,3132.9,,,❌ STOP LOSS,RS: 94,2025-12-26,🏆 VCP 突破,2753.55,['TOPIX_Small500_小型'],FWD,2026-01-05,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 64.6, 'rv_pct': 0.06, 'bd_pct': 0.397}",,2753.55,False,
254769070080,105.08,,,SNDK,22,Technology,,210.17,,100,100,✅ RS 換倉平倉,RS: 100,2025-12-01,🅱️ RS 核心,105.08,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-01-02,,,275.24,False,RS: 100
741524897792,1285.0,155.928,156.731,4506.T,22,Healthcare,,2570.0,,100,100,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,1285.0,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-01-02,,,2318.0,False,RS: 100
79048572928,158.96,,,LITE,22,Technology,,317.93,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,158.96,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-01-02,,,386.11,False,RS: 99
641410859008,7386.91,155.928,156.731,6269.T,22,Energy,,14773.83,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,7386.91,['TOPIX_Mid400_中型'],FWD,2026-01-02,,,11777.29,False,RS: 99
1466764623872,8271.47,155.928,156.731,5706.T,22,Industrials,,16542.93,,99,99,✅ RS 換倉平倉,RS: 100,2025-12-01,🅱️ RS 核心,8271.47,"['NK225', 'TOPIX_Mid400_中型']",FWD,2026-01-02,,,17553.23,False,RS: 99
168538456064,81.64,,,WDC,22,Technology,,163.29,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,81.64,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-01-02,,,187.56,False,RS: 99
432634953728,3209.96,155.928,156.731,7003.T,22,Industrials,,6419.91,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,3209.96,['TOPIX_Mid400_中型'],FWD,2026-01-02,,,5522.08,False,RS: 99
12161595392,28.12,,,ARWR,22,Healthcare,,56.25,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,28.12,['S&P400_中型'],FWD,2026-01-02,,,67.79,False,RS: 99
13870331904,8.54,,,HL,22,Basic Materials,,17.09,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,8.54,['S&P400_中型'],FWD,2026-01-02,,,18.86,False,RS: 99
244336214016,4288.61,155.928,156.731,6814.T,22,Technology,,8577.23,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,4288.61,['TOPIX_Small500_小型'],FWD,2026-01-02,,,7813.5,False,RS: 99
45549096960,100.46,,,CIEN,22,Technology,,200.92,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,100.46,['S&P500_大盤'],FWD,2026-01-02,,,246.06,False,RS: 99
556998328320,1354.7,155.928,156.731,3110.T,22,Consumer Cyclical,,2709.4,,99,99,✅ RS 換倉平倉,RS: 92,2025-12-01,🅱️ RS 核心,1354.7,['TOPIX_Small500_小型'],FWD,2026-01-02,,,2030.56,False,RS: 99
4123981824,16.8,,,INDV,22,Healthcare,,33.6,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,16.8,['S&P600_小型'],FWD,2026-01-02,,,35.73,False,RS: 99
139349753856,2904.42,155.928,156.731,6941.T,22,Technology,,5808.83,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,2904.42,['TOPIX_Small500_小型'],FWD,2026-01-02,,,5769.38,False,RS: 99
4074101760,23.6,,,PARR,22,Energy,,47.2,,99,99,✅ RS 換倉平倉,RS: 97,2025-12-01,🅱️ RS 核心,23.6,['S&P600_小型'],FWD,2026-01-02,,,35.82,False,RS: 99
192786563072,134.37,,,STX,22,Technology,,268.73,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,134.37,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-01-02,,,286.83,False,RS: 99
23900295528448,9836.61,155.928,156.731,6857.T,22,Technology,,19673.22,,99,99,✅ RS 換倉平倉,RS: 97,2025-12-01,🅱️ RS 核心,9836.61,['NK225'],FWD,2026-01-02,,,19608.31,False,RS: 99
2204495872,11.79,,,KSS,22,Consumer Cyclical,,23.58,,99,99,✅ RS 換倉平倉,RS: 98,2025-12-01,🅱️ RS 核心,11.79,['S&P600_小型'],FWD,2026-01-02,,,20.97,False,RS: 99
390761480192,849.52,155.928,156.731,1893.T,22,Industrials,,1699.05,,99,99,✅ RS 換倉平倉,RS: 98,2025-12-01,🅱️ RS 核心,849.52,['TOPIX_Mid400_中型'],FWD,2026-01-02,,,1547.76,False,RS: 99
0,11.94,,,WBD,22,N/A,,23.87,,99,99,✅ RS 換倉平倉,RS: 99,2025-12-01,🅱️ RS 核心,11.94,"['S&P500_大盤', 'NDX100_科技']",FWD,2026-01-02,,,28.51,False,RS: 99
82680307712,82.14,,,CVNA,25,Consumer Cyclical,2,89.6,104.51,,,❌ STOP LOSS,RS: 94,2025-12-08,⚡ 缺口動能,82.14,['S&P500_大盤'],FWD,2026-01-02,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 88.3, 'rv_pct': 0.73, 'bd_pct': 0.571}",111.97,82.14,False,RS: 94
493086310400,797.71,155.888,156.013,8524.T,15,Financial Services,2,826.17,883.09,,,⏱️ 時間止損 (無進展),RS: 93,2025-12-15,🏆 VCP 突破,797.71,['TOPIX_Small500_小型'],FWD,2025-12-30,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 73.6, 'rv_pct': 0.157, 'bd_pct': 0.44}",,834.57,False,
21972199424,266.61,,,FSLR,1,Technology,2,284.59,320.55,,,❌ STOP LOSS,,2025-12-22,🏆 VCP 突破,266.61,['S&P500_大盤'],FWD,2025-12-23,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 62.5, 'rv_pct': 0.264, 'bd_pct': 0.091}",,266.61,False,
17948666232832,3628.35,155.107,155.015,8058.T,12,Industrials,2,3801.36,4147.39,,,❌ STOP LOSS,RS: 79,2025-12-04,🏆 VCP 突破,3628.35,['NK225'],FWD,2025-12-16,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 57.9, 'rv_pct': 0.103, 'bd_pct': 0.222}",,3628.35,False,
253206282240,2578.03,156.239,155.567,3186.T,15,Consumer Cyclical,2,2695.0,2928.94,,,⏱️ 時間止損 (無進展),RS: 95,2025-11-27,🏆 VCP 突破,2578.03,['TOPIX_Small500_小型'],FWD,2025-12-12,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 73.2, 'rv_pct': 0.119, 'bd_pct': 0.302}",,2687.0,False,
250872922112,669.11,,,GEV,2,Industrials,2,721.66,826.77,,,❌ STOP LOSS,RS: 94,2025-12-10,⚡ 缺口動能,669.11,['S&P500_大盤'],FWD,2025-12-12,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 83.0, 'rv_pct': 0.48, 'bd_pct': 0.242}",879.32,669.11,False,RS: 95
3974321143808,3789.36,157.369,155.142,9020.T,15,Industrials,2,3919.91,4181.01,,,⏱️ 時間止損 (無進展),RS: 76,2025-11-21,🏆 VCP 突破,3789.36,['NK225'],FWD,2025-12-05,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 65.3, 'rv_pct': 0.25, 'bd_pct': 0.381}",,3819.98,False,
432634953728,3131.5,154.195,155.928,7003.T,19,Industrials,,6262.99,,100,100,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,3131.5,['TOPIX_Mid400_中型'],FWD,2025-12-01,,,6419.91,False,RS: 100
57480011776,60.24,,,NBIS,19,Communication Services,,120.47,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,60.24,['NDX100_科技'],FWD,2025-12-01,,,100.15,False,RS: 99
1466764623872,7843.46,154.195,155.928,5706.T,19,Industrials,,15686.92,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,7843.46,"['NK225', 'TOPIX_Mid400_中型']",FWD,2025-12-01,,,16542.93,False,RS: 99
10375767040,19.2,,,VSAT,19,Technology,,38.4,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,19.2,['S&P600_小型'],FWD,2025-12-01,,,32.65,False,RS: 99
3469602560,171.49,,,LEU,19,Energy,,342.99,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,171.49,['S&P600_小型'],FWD,2025-12-01,,,251.36,False,RS: 99
8366254981120,1755.87,154.195,155.928,5803.T,19,Industrials,,3511.73,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,1755.87,['NK225'],FWD,2025-12-01,,,2711.35,False,RS: 99
168538456064,78.89,,,WDC,19,Technology,,157.78,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,78.89,"['S&P500_大盤', 'NDX100_科技']",FWD,2025-12-01,,,163.29,False,RS: 99
244336214016,4391.42,154.195,155.928,6814.T,19,Technology,,8782.85,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,4391.42,['TOPIX_Small500_小型'],FWD,2025-12-01,,,8577.23,False,RS: 99
109786939392,73.54,,,HOOD,19,Financial Services,,147.08,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,73.54,['S&P500_大盤'],FWD,2025-12-01,,,123.24,False,RS: 99
26086068224,37.69,,,ECHO,19,Communication Services,,75.37,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,37.69,['S&P500_大盤'],FWD,2025-12-01,,,73.0,False,RS: 99
31856982491136,3378.41,154.195,155.928,9984.T,19,Communication Services,,6756.82,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,3378.41,['NK225'],FWD,2025-12-01,,,4127.99,False,RS: 99
41088552960,30.67,,,RKLB,19,Industrials,,61.34,,99,99,✅ RS 換倉平倉,RS: 93,2025-11-03,🅱️ RS 核心,30.67,['NDX100_科技'],FWD,2025-12-01,,,40.37,False,RS: 99
23900295528448,11551.78,154.195,155.928,6857.T,19,Technology,,23103.55,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,11551.78,['NK225'],FWD,2025-12-01,,,19673.22,False,RS: 99
8967205888,45.55,,,KTOS,19,Industrials,,91.1,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,45.55,['S&P400_中型'],FWD,2025-12-01,,,73.21,False,RS: 99
4123981824,15.6,,,INDV,19,Healthcare,,31.2,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,15.6,['S&P600_小型'],FWD,2025-12-01,,,33.6,False,RS: 99
5755433385984,3647.12,154.195,155.928,4062.T,19,Technology,,7294.24,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,3647.12,['TOPIX_Mid400_中型'],FWD,2025-12-01,,,5649.73,False,RS: 99
192786563072,132.1,,,STX,19,Technology,,264.21,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,132.1,"['S&P500_大盤', 'NDX100_科技']",FWD,2025-12-01,,,268.73,False,RS: 99
73013395456,1607.9,154.195,155.928,6331.T,19,Industrials,,3215.79,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,1607.9,['TOPIX_Small500_小型'],FWD,2025-12-01,,,3108.44,False,RS: 99
79048572928,99.79,,,LITE,19,Technology,,199.58,,99,99,✅ RS 換倉平倉,RS: 99,2025-11-03,🅱️ RS 核心,99.79,"['S&P500_大盤', 'NDX100_科技']",FWD,2025-12-01,,,317.93,False,RS: 99
333816201216,2607.54,154.195,155.928,7014.T,19,Industrials,,5215.08,,99,99,✅ RS 換倉平倉,RS: 98,2025-11-03,🅱️ RS 核心,2607.54,['TOPIX_Small500_小型'],FWD,2025-12-01,,,4350.86,False,RS: 99
55818338304,161.51,,,TER,22,Technology,1,173.67,197.99,,,❌ STOP LOSS,RS: 97,2025-10-29,⚡ 缺口動能,161.51,"['S&P500_大盤', 'NDX100_科技']",FWD,2025-11-20,"{'mss': True, 'smc': False, 'amd': False, 'ml_rsi': 67.6, 'rv_pct': 0.222, 'bd_pct': 0.849}",210.15,161.51,False,RS: 97
741524897792,2084.5,154.204,155.273,4506.T,14,Healthcare,3,2084.5,2386.64,,,✅ MAX TP,RS: 99,2025-11-04,⚡ 缺口動能,1933.43,"['NK225', 'TOPIX_Mid400_中型']",FWD,2025-11-18,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 71.9, 'rv_pct': 0.111, 'bd_pct': 0.472}",2537.71,2537.71,True,RS: 99
35770564608,239.15,,,EXPE,11,Consumer Cyclical,3,256.35,290.74,,,❌ STOP LOSS,RS: 92,2025-11-07,⚡ 缺口動能,239.15,['S&P500_大盤'],FWD,2025-11-18,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 72.4, 'rv_pct': 0.395, 'bd_pct': 0.337}",307.93,239.15,False,RS: 93
1194366074880,2483.82,154.713,155.273,2413.T,5,Healthcare,3,2593.9,2814.06,,,❌ STOP LOSS,RS: 90,2025-11-13,🏆 VCP 突破,2483.82,"['NK225', 'TOPIX_Mid400_中型']",FWD,2025-11-18,"{'mss': True, 'smc': True, 'amd': True, 'ml_rsi': 74.6, 'rv_pct': 0.296, 'bd_pct': 0.214}",,2483.82,False,
486030671872,3062.13,154.585,155.273,4980.T,1,Technology,2,3274.6,3699.53,,,❌ STOP LOSS,RS: 91,2025-11-17,⚡ 缺口動能,3062.13,['TOPIX_Mid400_中型'],FWD,2025-11-18,"{'mss': True, 'smc': True, 'amd': False, 'ml_rsi': 82.3, 'rv_pct': 0.972, 'bd_pct': 1.0}",3911.99,3062.13,False,RS: 91
